Equipment Split,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Source Airport ID,Source Name,Source City,Source Country,Source Latitude,Source Longitude,Source Altitude,Source Tz database time zone,Airline ID-1,Name,Alias,Callsign,Country,Destination Airport ID,Destination Name,Destination City,Destination Country,IATA,Destination Latitude,Destination Longitude,Destination Altitude,Destination Tz database time zone,Aircraft,IATA code,ICAO code
CRJ,DL,2009,MFR,4101,SLC,3536,4101,Rogue Valley International Medford Airport,Medford,United States,42.374198914,-122.873001099,1335,America/Los_Angeles,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,RDM,4103,SLC,3536,4103,Roberts Field,Redmond-Bend,United States,44.2541008,-121.1500015,3080,America/Los_Angeles,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,FCA,4127,SLC,3536,4127,Glacier Park International Airport,Kalispell,United States,48.310501099,-114.255996704,2977,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSO,4216,SLC,3536,4216,Missoula International Airport,Missoula,United States,46.91630173,-114.0910034,3206,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,COD,4344,SLC,3536,4344,Yellowstone Regional Airport,Cody,United States,44.520198822,-109.024002075,5102,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,PIH,5760,SLC,3536,5760,Pocatello Regional Airport,Pocatello,United States,42.909801483,-112.596000671,4452,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,PSC,6133,SLC,3536,6133,Tri Cities Airport,Pasco,United States,46.264701843,-119.119003296,410,America/Los_Angeles,2009,Delta Air Lines,\N,DELTA,United States,3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.788398743,-111.977996826,4227,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,INL,3535,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3535,Falls International Airport,International Falls,United States,INL,48.566200256,-93.403099060,1185,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,BRD,6957,INL,3535,6957,Brainerd Lakes Regional Airport,Brainerd,United States,46.39830017,-94.13809967,1232,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3535,Falls International Airport,International Falls,United States,INL,48.566200256,-93.403099060,1185,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,LEX,4017,DCA,3520,4017,Blue Grass Airport,Lexington KY,United States,38.036499023,-84.605903625,979,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3520,Ronald Reagan Washington National Airport,Washington,United States,DCA,38.8521,-77.037697,15,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,SLC,3536,HLN,3504,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,3504,Helena Regional Airport,Helena,United States,HLN,46.606800079,-111.983001709,3877,America/Denver,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,ATL,3682,DAL,3502,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3502,Dallas Love Field,Dallas,United States,DAL,32.847099,-96.851799,487,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,MOT,3498,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3498,Minot International Airport,Minot,United States,MOT,48.259399414,-101.279998779,1716,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,CVG,3488,EWR,3494,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.048801422,-84.667800903,896,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3494,Newark Liberty International Airport,Newark,United States,EWR,40.692501068,-74.168701172,18,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,ATL,3682,LFT,3493,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3493,Lafayette Regional Airport,Lafayette,United States,LFT,30.20529938,-91.98760223,42,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,YYZ,193,CVG,3488,193,Lester B. Pearson International Airport,Toronto,Canada,43.677200317,-79.630599976,569,America/Toronto,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSN,3459,CVG,3488,3459,Dane County Regional Truax Field,Madison,United States,43.139900208,-89.337501526,887,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MEM,3473,CVG,3488,3473,Memphis International Airport,Memphis,United States,35.042400360,-89.976699829,341,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,EWR,3494,CVG,3488,3494,Newark Liberty International Airport,Newark,United States,40.692501068,-74.168701172,18,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,BNA,3690,CVG,3488,3690,Nashville International Airport,Nashville,United States,36.124500275,-86.678199768,599,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,JAX,3712,CVG,3488,3712,Jacksonville International Airport,Jacksonville,United States,30.494100571,-81.687896729,30,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MKE,3717,CVG,3488,3717,General Mitchell International Airport,Milwaukee,United States,42.947200775,-87.896598816,723,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,BDL,3825,CVG,3488,3825,Bradley International Airport,Windsor Locks,United States,41.938899994,-72.683197021,173,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,CVG,3488,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,CLT,3876,CVG,3488,3876,Charlotte Douglas International Airport,Charlotte,United States,35.214000702,-80.943099976,748,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,XNA,4356,CVG,3488,4356,Northwest Arkansas Regional Airport,Bentonville,United States,36.281898,-94.306801,1287,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.048801422,-84.667800903,896,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,DTW,3645,CLE,3486,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.411701202,-81.849800110,791,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,JFK,3797,CLE,3486,3797,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.411701202,-81.849800110,791,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,CLE,3486,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.411701202,-81.849800110,791,America/New_York,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,CVG,3488,MEM,3473,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.048801422,-84.667800903,896,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,IAH,3550,MEM,3473,3550,George Bush Intercontinental Houston Airport,Houston,United States,29.984399796,-95.341400146,97,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,IND,3585,MEM,3473,3585,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,797,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,SAT,3621,MEM,3473,3621,San Antonio International Airport,San Antonio,United States,29.533700943,-98.469802856,809,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,RDU,3626,MEM,3473,3626,Raleigh Durham International Airport,Raleigh-durham,United States,35.877601624,-78.787498474,435,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,DFW,3670,MEM,3473,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,AUS,3673,MEM,3473,3673,Austin Bergstrom International Airport,Austin,United States,30.194499969,-97.669898987,542,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,ORD,3830,MEM,3473,3830,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,672,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSY,3861,MEM,3473,3861,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.993400574,-90.258003235,4,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3473,Memphis International Airport,Memphis,United States,MEM,35.042400360,-89.976699829,341,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,CVG,3488,MSN,3459,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.048801422,-84.667800903,896,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3459,Dane County Regional Truax Field,Madison,United States,MSN,43.139900208,-89.337501526,887,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MEM,3473,MCI,3458,3473,Memphis International Airport,Memphis,United States,35.042400360,-89.976699829,341,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3458,Kansas City International Airport,Kansas City,United States,MCI,39.2976,-94.713898,1026,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,ICT,3457,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3457,Wichita Eisenhower National Airport,Wichita,United States,ICT,37.649899,-97.433098,1333,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,GFK,3442,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3442,Grand Forks International Airport,Grand Forks,United States,GFK,47.949299,-97.176102,845,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,ATL,3682,FSM,3437,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3437,Fort Smith Regional Airport,Fort Smith,United States,FSM,35.336601257,-94.367401123,469,America/Chicago,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,CVG,3488,YYZ,193,3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.048801422,-84.667800903,896,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.677200317,-79.630599976,569,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,DTW,3645,YYZ,193,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.677200317,-79.630599976,569,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,JFK,3797,YYZ,193,3797,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.677200317,-79.630599976,569,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,YYZ,193,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.677200317,-79.630599976,569,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,YWG,160,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,49.909999847,-97.239898682,783,America/Winnipeg,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,DTW,3645,YUL,146,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.470600128,-73.740798950,118,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,JFK,3797,YUL,146,3797,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.470600128,-73.740798950,118,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,MSP,3858,YQR,120,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,120,Regina International Airport,Regina,Canada,YQR,50.431900024,-104.666000366,1894,America/Regina,Canadair Regional Jet 1000,CRJ,CRJX
CRJ,DL,2009,DTW,3645,YOW,100,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.322498322,-75.669197083,374,America/Toronto,Canadair Regional Jet 1000,CRJ,CRJX
CR7,DL,2009,SLC,3536,PSC,6133,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,6133,Tri Cities Airport,Pasco,United States,PSC,46.264701843,-119.119003296,410,America/Los_Angeles,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,DTW,3645,XNA,4356,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4356,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,36.281898,-94.306801,1287,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,SLC,3536,FAR,4292,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,4292,Hector International Airport,Fargo,United States,FAR,46.920700073,-96.815803528,902,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ATL,3682,AVP,4286,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,41.338500977,-75.723396301,962,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,SLC,3536,EUG,4099,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,4099,Mahlon Sweet Field,Eugene,United States,EUG,44.124599457,-123.211997986,374,America/Los_Angeles,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ATL,3682,MLI,4072,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4072,Quad City International Airport,Moline,United States,MLI,41.448501587,-90.507499695,590,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ATL,3682,ATW,4047,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4047,Appleton International Airport,Appleton,United States,ATW,44.258098602,-88.519096375,918,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ATL,3682,BMI,4037,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,40.47710037,-88.91590118,871,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,SLC,3536,JAC,4027,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,4027,Jackson Hole Airport,Jacksn Hole,United States,JAC,43.607299805,-110.737998962,6451,America/Denver,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,SLC,3536,BIL,4021,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,4021,Billings Logan International Airport,Billings,United States,BIL,45.807701111,-108.542999268,3652,America/Denver,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,SLC,3536,ABQ,4019,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,35.040199,-106.609001,5355,America/Denver,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,LGA,3697,CHO,4015,3697,La Guardia Airport,New York,United States,40.77719879,-73.87259674,21,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,38.138599396,-78.452903748,639,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ATL,3682,FSD,4009,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4009,Joe Foss Field Airport,Sioux Falls,United States,FSD,43.582000732,-96.741897583,1429,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,LGA,3697,GSO,4008,3697,La Guardia Airport,New York,United States,40.77719879,-73.87259674,21,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,4008,Piedmont Triad International Airport,Greensboro,United States,GSO,36.097801208,-79.937301636,925,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,DTW,3645,ELM,3946,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3946,Elmira Corning Regional Airport,Elmira,United States,ELM,42.159900665,-76.891601563,954,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,HPN,3589,MCO,3878,3589,Westchester County Airport,White Plains,United States,41.067001343,-73.707603455,439,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3878,Orlando International Airport,Orlando,United States,MCO,28.429399490,-81.308998108,96,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ORF,3611,MCO,3878,3611,Norfolk International Airport,Norfolk,United States,36.894599915,-76.201202393,26,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3878,Orlando International Airport,Orlando,United States,MCO,28.429399490,-81.308998108,96,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,AUS,3673,MCO,3878,3673,Austin Bergstrom International Airport,Austin,United States,30.194499969,-97.669898987,542,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3878,Orlando International Airport,Orlando,United States,MCO,28.429399490,-81.308998108,96,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,GRR,3685,MCO,3878,3685,Gerald R. Ford International Airport,Grand Rapids,United States,42.88079834,-85.52279663,794,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3878,Orlando International Airport,Orlando,United States,MCO,28.429399490,-81.308998108,96,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,BHM,3811,MCO,3878,3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,650,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3878,Orlando International Airport,Orlando,United States,MCO,28.429399490,-81.308998108,96,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,LGA,3697,CLT,3876,3697,La Guardia Airport,New York,United States,40.77719879,-73.87259674,21,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.214000702,-80.943099976,748,America/New_York,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,SLC,3536,OKC,3863,3536,Salt Lake City International Airport,Salt Lake City,United States,40.788398743,-111.977996826,4227,America/Denver,2009,Delta Air Lines,\N,DELTA,United States,3863,Will Rogers World Airport,Oklahoma City,United States,OKC,35.393100739,-97.600700378,1295,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,DTW,3645,OKC,3863,3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.212398529,-83.353401184,645,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3863,Will Rogers World Airport,Oklahoma City,United States,OKC,35.393100739,-97.600700378,1295,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,IAH,3550,MSP,3858,3550,George Bush Intercontinental Houston Airport,Houston,United States,29.984399796,-95.341400146,97,America/Chicago,2009,Delta Air Lines,\N,DELTA,United States,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,RIC,3608,MSP,3858,3608,Richmond International Airport,Richmond,United States,37.505199432,-77.319702148,167,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ORF,3611,MSP,3858,3611,Norfolk International Airport,Norfolk,United States,36.894599915,-76.201202393,26,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,ROC,3622,MSP,3858,3622,Greater Rochester International Airport,Rochester,United States,43.118900299,-77.672401428,559,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
CR7,DL,2009,IAD,3714,MSP,3858,3714,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,312,America/New_York,2009,Delta Air Lines,\N,DELTA,United States,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841,America/Chicago,Canadair Regional Jet 700,CR7,CRJ7
